id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
00001cee341fdb12,i m not so sure if brexiters have a common characteristic it s running aile from any responsibility for implementating brexit if labour agree a deal they will share the blame,0.005950606428086758,3.659540016087704e-05,0.0010013961000368,4.208070822642185e-05,0.001115894177928567,9.683336247690022e-05
0000247867823ef7,but the plan of the lexiters may be to replace corbyn with a leftwinger who can t personally be blamed,0.003270337590947747,5.384374526329338e-05,0.0009081616881303488,4.814004569198005e-05,0.0007225970039144157,0.00010179317177971824
00013b17ad220c46,i mean maybe this country deserves brexit nigel farage after all,0.023071201518177983,0.00077789620263502,0.003969563636928797,0.0008306468371301888,0.0038473852910101405,0.0010911073768511417
00017563c3f7919a,i m out brexit,0.05225267261266709,0.002416170435026288,0.010361211374402044,0.002211835701018572,0.010608032345771791,0.002892834600061178
00017695ad8997eb,who is funding the brexit party,0.029501203447580338,0.0015366933075711133,0.006650159601122141,0.0008309095865115522,0.006551261059939861,0.001542523852549493
0001ea8717f6de06,poll majority of brits think brexit referendum was a bad idea brexit,0.012151301838457584,0.00031126505928114057,0.0020900995004922147,0.0008251678664237262,0.0018392350757494567,0.0005245443317107856
00024115d4cbde0f,politics isn t just about certain policies which leader you like it s about your ethos your values who you are if you normally vote conservatives then please don t not vote for them because of brexit nothing could be worse for the uk than a corbyn led regime,0.21301718056201932,0.0017885547131299973,0.026377024129033092,0.00918095838278532,0.037577047944068916,0.0021846084855496888
000247e83dcc1211,nothing,0.015777243301272392,0.001168865361250937,0.003808193374425173,0.0010021815542131662,0.0031848882790654893,0.00158719252794981
00025358d4737918,not an argument even worthy of consideration,0.003850231878459453,7.70891856518574e-05,0.0008851839229464531,8.860404341248795e-05,0.0007560800877399743,0.00018769127200357616
00026d1092fe71cc,the wa is a treaty which removes our future ties us as rule takers to the eu removes any chance of a clean brexit,0.01600996591150761,9.513591066934167e-05,0.001838934957049787,0.0002614536788314581,0.004397575743496418,0.00015998848539311442
0002eadc3b301559,anyone batting for it is deluded it is simply not brexit,0.2616777122020721,0.0020024888217449193,0.01839746907353401,0.002835788065567613,0.037420142441987984,0.002967729000374675
0002f87b16116a7f,some value,0.06956952065229416,0.00930250808596611,0.025670623406767845,0.005388008896261454,0.020671959966421127,0.007710740901529789
0003806b11932181,the wa is brexit in name only saynotobrino,0.0028479441534727807,0.0002650669775903225,0.001078051864169538,0.00013521590153686702,0.000936012074816972,0.0004189761821180582
0003e1cccfd5a40a,brexit brexit,0.06956952065229416,0.00930250808596611,0.025670623406767845,0.005388008896261454,0.020671959966421127,0.007710740901529789
00059ace3e3e9a53,brexit if you want to destroy the uk and create a self seeking far right intolerant party vote brexitparty liars remain,0.6906938552856445,0.006569400895386934,0.074067123234272,0.00968804210424423,0.17999708652496338,0.0081392927095294
000634272d0d44eb,do you think britain is divided it s been worse the blandford candy series a picaresque romp through the st englishcivilwar history comedy histfic flashman edballsday getinspired englishcivilwar weekendreadds dealsandsteals brexit corbyn,0.04052778333425522,0.00032164223375730217,0.004652706906199454,0.00043859650031663483,0.008596446365118027,0.0007277080439962448
000663aff0fffc80,there s a lot more to than just brexit here s just a few more reasons why you should get out of your chair and vote in the local elections wherever you can next thursday nd may,0.08220953494310379,0.0009283414692617953,0.013494123704731464,0.0006439107819460332,0.011171597987413406,0.001541159232147038
000689dd34e20979,tory mp claims he was blackmailed into voting for theresa may s brexit deal lbc fbpe conservatives labour libdems snp plaidcymru peoplesvote stopbrexit brexit itvnews bbcnews politicslive c news news skynews marr bbcsp newsnight dup,0.0024225416127592325,8.584964234614745e-05,0.0008509037434123456,6.518108421005309e-05,0.0007445091032423079,0.00014720925537403673
000834769115370c,brexit warning uk s biggest fishing trawler sails up thames,0.060905881226062775,0.0024316646158695217,0.008249015547335148,0.01011838763952255,0.012025538831949234,0.004313264507800341
000844b52dee5f3f,some value,0.06956952065229416,0.00930250808596611,0.025670623406767845,0.005388008896261454,0.020671959966421127,0.007710740901529789
00084da5d4ead7aa,marinepolicy fisheries,0.07080746442079544,0.00819741003215313,0.03863882645964623,0.015782220289111137,0.027249198406934738,0.009483360685408115
00091c35fa9d0465,and yet that s not what your colleagues or the leaflet have stated,0.003848443971946836,0.00013693211076315492,0.0009511054959148167,0.00014580361312255263,0.0007337301503866911,0.0002482603886164725
000968ce11f5ee34,confusing mess of a policy coupled with a pro brexit stance as per means i cannot vote for labour for the foreseeable future,0.002764105098322034,4.2450312321307144e-05,0.0005159925785847008,3.381920396350324e-05,0.0005322009092196822,9.4639697636012e-05
0009734200a85047,its the little things,0.015134395100176334,0.0006005266914144157,0.003327414859086275,0.000619387486949563,0.003615102730691433,0.0010100208455696704
00097b6214686db5,except that it isn t this is a hugr deal and i m beyond ecstatic that i can still vote and register an opinion,0.006447913590818644,8.936024096328765e-05,0.0015382114797830582,0.0001233160000992939,0.0011097007663920524,0.00022542838996741918
0009aef4bd9e1697,eu elections brexit,0.004699659068137407,0.00041781534673646087,0.0014111041091382506,0.0004546642303466797,0.0011367021361365914,0.0006798636168241501
000a02d807ae0254,more brexit self harm sad the government is planning to make eu students pay higher tuition fees to study at english universities,0.020562782883644104,0.00023549860634375366,0.006094794254750013,0.00016933598089963198,0.002815743908286095,0.00030393159249797463
000a6c6d4e89b9bc,this just shows that when he wants to he can shame he s not been so decisive about brexit,0.03941934928297997,0.00023400995996780694,0.003135582432150841,0.0004080962389707565,0.004258052911609411,0.000792939099483192
000bafe2080bba82,corbyn launches bid to declare a national climate emergency,0.005013967864215374,0.00016016035806387663,0.0012665300164371727,0.00015513553807977587,0.0011587445624172688,0.00023552219499833882
000bf0a9894b2807,the technique of industrial scale lying has been shared between putin the trump clique and the brexit right the assault on democracy is international and integrated though there is no mr big leading it presenting us with an easy target to point at,0.006158426869660616,6.268281140364707e-05,0.003049378516152501,1.964510556717869e-05,0.0012836557580158114,0.00013102679804433137
000c50dceb1eed2b,may very emotional why oh why are we still pursuing brexit it is so very wrong in all respects we need to stand united more than ever before to lance this disgusting boil which has arisen on our country,0.2704016864299774,0.0012853103689849375,0.044530171900987625,0.00179382530041039,0.044195666909217834,0.002022433327510953
000c9b92318552d1,i think we can almost all agree that it s basically come down to this,0.022224105894565586,0.0002943789586424828,0.0031950955744832754,0.00032424661912955344,0.003287129802629352,0.0005228524096310139
000ce41d86f2b886,why do you want brexit,0.08142068237066269,0.0019465725636109712,0.00880318321287632,0.003988487645983696,0.01671463064849377,0.0022047215607017283
000cf60dbaed8c02,because we voted for it,0.0091260252520442,0.0002795620239339769,0.0019637676887214184,0.0004950605216436088,0.0014245420461520553,0.0006496295100077988
000d4f120d5a7303,why did you vote for it,0.013239151798188686,0.0005220324383117259,0.003015183145180345,0.0006878249114379287,0.0019875310827046637,0.0009302287362515925
000d60becb7d1a67,because we want it,0.018734214827418327,0.0005151929799467325,0.002802981296554208,0.0007350069936364889,0.0025491490960121155,0.0009555857977829874
000fc381d4895598,and the population is split into people who find this perfectly reasonable people who find it utterly ridiculous,0.19794993102550507,0.0006214286549948156,0.012217968702316284,0.0008246664074249567,0.032446704804897315,0.0011156331747770312
